pca1,pca2
-2.684125625969534,0.3193972465850985
-2.7141416872943225,-0.17700122506478788
-2.888990569059293,-0.14494942608556016
-2.745342855641406,-0.3182989792519173
-2.728716536554528,0.3267545129349205
-2.280859632844491,0.7413304490629171
-2.820537750740606,-0.08946138452856456
-2.62614497314663,0.1633849596983259
-2.8863827317805493,-0.5783117541867053
-2.672755797820951,-0.11377424587412399
-2.506947090651854,0.64506889864857
-2.61275523090872,0.014729939161375327
-2.7861092661880145,-0.23511200020172662
-3.2238037438656484,-0.5113945870063841
-2.644750389942029,1.1787646364375686
-2.386039033531133,1.338062330400657
-2.623527875224425,0.810679514181257
-2.648296706254379,0.3118491445933529
-2.199820323617579,0.8728390389622058
-2.5879863998787664,0.5135603087492804
-2.310256215242516,0.3913459356538871
-2.5437052287571547,0.43299606327903106
-3.215939415648609,0.1334680695385302
-2.3027331822262043,0.09870885481409797
-2.3557540491237696,-0.03728185967738007
-2.5066689069258183,-0.14601688049527706
-2.4688200731213366,0.13095148943524926
-2.5623199061960134,0.36771885743419563
-2.6395347153845403,0.31203998023527735
-2.6319893872743427,-0.19696122492431556
-2.587398476689349,-0.2043184912741376
-2.409932497002173,0.41092426422956585
-2.6488623343499103,0.8133638202969662
-2.5987367491005857,1.09314575944936
-2.636926878105796,-0.12132234786586871
-2.8662416521186667,0.06936447158007297
-2.6252380498503705,0.5993700213794133
-2.8006841154482194,0.2686437377979827
-2.9805020437819896,-0.4879583444286162
-2.5900063139680936,0.22904383682700846
-2.7701024260278992,0.26352753374425486
-2.8493687050430996,-0.9409605736412106
-2.9974065465949034,-0.34192605747160787
-2.4056144850974834,0.18887142893026354
-2.2094892377836772,0.43666314163919395
-2.7144514267577047,-0.25020820418521694
-2.5381482589989375,0.5037711444614406
-2.839462167642847,-0.22794556949382727
-2.5430857498303907,0.5794100215198874
-2.7033597823351565,0.10770608249940672
1.2848256888583514,0.6851604704673004
0.9324885323123189,0.31833363826263117
1.4643023219913944,0.5042628153091986
0.18331771995837443,-0.8279590118206359
1.0881032577116665,0.07459067519771079
0.6416690842580799,-0.4182468715686749
1.0950606626324477,0.28346827006153497
-0.7491226698296538,-1.0048909611818946
1.0441318260534365,0.2283618997883874
-0.008745404082893593,-0.7230819050048263
-0.5078408838353221,-1.2659711905264013
0.5116985574475992,-0.10398123549903548
0.2649765081120492,-0.5500364636804917
0.9849345104708913,-0.12481785412635649
-0.17392537168176503,-0.2548542087025867
0.9278607809442478,0.46717949444150353
0.660283761696939,-0.3529696657238395
0.23610499331767354,-0.3336107668249202
0.9447337280198154,-0.5431455507797773
0.04522697629870276,-0.5838343774718693
1.1162831773500512,-0.08461685219477388
0.35788841799730875,-0.06892503165601926
1.298183875358915,-0.32778730833392355
0.9217289224470386,-0.18273779362136988
0.7148533259114132,0.14905594436977854
0.9001743731721676,0.32850447383431547
1.3320244367220884,0.24444087601633324
1.5578021550660708,0.2674954473102522
0.8132906498175432,-0.16335030068761291
-0.3055837780243067,-0.36826218975459657
-0.06812649206836063,-0.705172131799471
-0.18962247237849894,-0.68028676352814
0.1364287115580174,-0.31403243824923965
1.3800264359155126,-0.42095428731387763
0.5880064433398653,-0.4842874199812037
0.8068583125004132,0.1941823147131636
1.2206908824443534,0.4076195936110034
0.8150952357666021,-0.3720370599095171
0.24595767988669515,-0.2685243966220092
0.1664132171454602,-0.6819267248636276
0.46480028840378207,-0.6707115445117182
0.8908151984694506,-0.034464444368267344
0.23054802355945814,-0.4043858480073297
-0.7045317592446603,-1.0122482275317175
0.3569814947010501,-0.5049100933371067
0.331934479945061,-0.2126546837811647
0.37621565106667276,-0.2932189292514149
0.6425760075543403,0.0177381901124134
-0.906469864948833,-0.7560933665990159
0.29900084187814624,-0.34889780645033497
2.5311927278036297,-0.00984910949877893
1.4152358767039042,-0.5749163475464787
2.61667601599569,0.34390315134173477
1.971531053043437,-0.17972790435223818
2.350005920044641,-0.04026094714251993
3.3970387360532577,0.5508366730280523
0.5212322439097772,-1.19275872700063
2.932587068993689,0.35550000297749307
2.321228816573379,-0.2438315023106945
2.916750966786072,0.7827919488152935
1.6617741536365314,0.24222840775507581
1.8034019529650926,-0.21563761733355413
2.165591796080146,0.2162755850740279
1.3461635794584534,-0.7768183473443315
1.5859282238732222,-0.5396407140267021
1.904456374793427,0.11925069209198647
1.94968905939907,0.04194325966321699
3.4870553642902777,1.1757393297134398
3.7956454220728837,0.2573229734204716
1.3007917126376594,-0.7611496364350696
2.427817913066045,0.3781960126170585
1.1990011054655625,-0.6060915277579157
3.4999200389245377,0.4606740989118867
1.388766131691467,-0.20439932735215116
2.2754305038722054,0.3349906058216874
2.6140904738108315,0.5609013551230779
1.2585081605114894,-0.1797047947227428
1.2911320591150224,-0.11666865117400338
2.123608722773896,-0.20972947667729613
2.388003016003468,0.4646398047087299
2.84167277810387,0.3752691671950954
3.230673661432091,1.3741650867930506
2.159437642489051,-0.21727757866904085
1.4441612423295105,-0.1434134104575806
1.7812948100451136,-0.4999016810781356
3.076499931687188,0.6880856775711699
2.1442433143020816,0.14006420108981033
1.9050981488140764,0.049300526013039025
1.1693263393415014,-0.16499026202309963
2.107611143257243,0.3722878719607996
2.3141547052356,0.18365127916902857
1.9222678009026009,0.40920346681606556
1.4152358767039042,-0.5749163475464787
2.5630133750774764,0.27786260292920595
2.418746182732825,0.30479819785470674
1.9441097945469679,0.1875323028006104
1.5271666148145187,-0.3753169825804905
1.7643457170444297,0.07885885451848118
1.9009416142184241,0.11662795851204422
1.390188861947916,-0.2826609379905376
