sepal_length,sepal_width,petal_length,petal_width,labels
-1.7488562634033669,0.3284140531956683,-1.3970639535363654,-1.3154442950077403,0
-0.0525060771922495,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2
-0.537177558966854,1.4793978844889,-1.2833890997091593,-1.3154442950077403,0
0.1898296636950532,-0.3621762455802712,0.4217337076989351,0.3957741007661709,1
0.1898296636950532,-0.1319794793216246,0.5922459884397444,0.7906706536370736,2
0.7956690159133096,-0.1319794793216246,0.9901079768349664,0.7906706536370736,2
-0.1736739476359004,3.090775248299425,-1.2833890997091593,-1.0521799264271383,0
-1.0218490407414595,1.019004351971607,-1.3970639535363654,-1.1838121107174393,0
0.5533332750260068,0.5586108194543139,0.5354085615261415,0.5274062850564719,1
1.643844109018869,-0.1319794793216246,1.1606202575757758,0.5274062850564719,2
-0.0525060771922495,-0.8225697780975633,0.0807091462173161,0.0008775478952682,1
-1.1430169111851105,1.2492011182302534,-1.3402265266227624,-1.4470764792980408,0
0.5533332750260068,-0.5923730118389178,0.7627582691805538,0.3957741007661709,2
1.0380047568006123,0.0982172869370218,1.0469454037485697,1.5804637593788784,2
-0.0525060771922495,-0.8225697780975633,0.1943840000445223,-0.2623868206853333,1
-0.537177558966854,-0.1319794793216246,0.4217337076989351,0.3957741007661709,1
0.432165404582356,-0.5923730118389178,0.5922459884397444,0.7906706536370736,2
-1.1430169111851105,0.0982172869370218,-1.2833890997091593,-1.4470764792980408,0
-0.7795132998541568,-0.8225697780975633,0.0807091462173161,0.2641419164758699,1
-1.0218490407414595,0.5586108194543139,-1.3402265266227624,-1.3154442950077403,0
-1.870024133847019,-0.1319794793216246,-1.5107388073635717,-1.4470764792980408,0
0.7956690159133096,-0.5923730118389178,0.478571134612538,0.3957741007661709,1
0.6745011454696588,-0.5923730118389178,1.0469454037485697,1.185567206507976,2
-1.627688392959716,-1.7433568431321491,-1.3970639535363654,-1.1838121107174393,0
-0.537177558966854,1.939791417006192,-1.3970639535363654,-1.0521799264271383,0
1.0380047568006123,-1.2829633106148564,1.1606202575757758,0.7906706536370736,2
-1.0218490407414595,1.019004351971607,-1.226551672795556,-0.7889155578465368,0
-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0
-0.0525060771922495,-0.5923730118389178,0.7627582691805538,1.5804637593788784,2
1.0380047568006123,-0.1319794793216246,0.7059208422669508,0.6590384693467726,1
1.2803404976879151,0.0982172869370218,0.9332705499213636,1.185567206507976,2
0.6745011454696588,0.3284140531956683,0.8764331230077601,1.4488315750885774,2
-0.4160096885232032,-1.0527665443562098,0.3648962807853321,0.0008775478952682,1
-0.9006811702978088,1.7095946507475457,-1.226551672795556,-1.3154442950077403,0
1.1591726272442633,0.3284140531956683,1.2174576844893792,1.4488315750885774,2
1.0380047568006123,0.0982172869370218,0.5354085615261415,0.3957741007661709,1
-0.9006811702978088,0.5586108194543139,-1.1697142458819532,-0.9205477421368377,0
0.5533332750260068,0.7888075857129604,1.0469454037485697,1.5804637593788784,2
0.5533332750260068,-1.2829633106148564,0.7059208422669508,0.9223028379273742,2
0.6745011454696588,-0.8225697780975633,0.8764331230077601,0.9223028379273742,2
-1.0218490407414595,0.3284140531956683,-1.4539013804499687,-1.3154442950077403,0
-0.2948418180795523,-0.1319794793216246,0.4217337076989351,0.3957741007661709,1
0.5533332750260068,-0.3621762455802712,1.0469454037485697,0.7906706536370736,2
0.1898296636950532,-0.8225697780975633,0.7627582691805538,0.5274062850564719,1
-0.1736739476359004,-0.5923730118389178,0.4217337076989351,0.1325097321855692,1
-0.9006811702978088,-1.2829633106148564,-0.4308276960051121,-0.1307546363950324,1
-0.9006811702978088,1.7095946507475457,-1.2833890997091593,-1.1838121107174393,0
-0.4160096885232032,2.630381715782132,-1.3402265266227624,-1.3154442950077403,0
-1.385352652072413,0.3284140531956683,-1.226551672795556,-1.3154442950077403,0
-1.0218490407414595,0.7888075857129604,-1.226551672795556,-1.0521799264271383,0
-0.2948418180795523,-0.8225697780975633,0.2512214269581257,0.1325097321855692,1
-0.0525060771922495,-1.0527665443562098,0.1375465731309193,0.0008775478952682,1
1.1591726272442633,-0.5923730118389178,0.5922459884397444,0.2641419164758699,1
0.432165404582356,-1.9735536093907948,0.4217337076989351,0.3957741007661709,1
-1.2641847816287624,0.0982172869370218,-1.226551672795556,-1.3154442950077403,0
0.310997534138704,-0.1319794793216246,0.478571134612538,0.2641419164758699,1
-0.7795132998541568,0.7888075857129604,-1.3402265266227624,-1.3154442950077403,0
-0.1736739476359004,-0.1319794793216246,0.2512214269581257,0.0008775478952682,1
-1.5065205225160652,0.3284140531956683,-1.3402265266227624,-1.3154442950077403,0
-0.4160096885232032,1.019004351971607,-1.3970639535363654,-1.3154442950077403,0
0.6745011454696588,0.3284140531956683,0.4217337076989351,0.3957741007661709,1
1.2803404976879151,0.0982172869370218,0.6490834153533479,0.3957741007661709,1
-0.537177558966854,0.7888075857129604,-1.1697142458819532,-1.3154442950077403,0
-0.0525060771922495,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2
-0.0525060771922495,2.1699881832648384,-1.4539013804499687,-1.3154442950077403,0
0.310997534138704,-1.0527665443562098,1.0469454037485697,0.2641419164758699,2
1.643844109018869,1.2492011182302534,1.331132538316585,1.7120959436691794,2
2.4920192021244283,1.7095946507475457,1.501644819057395,1.053935022217675,2
-1.0218490407414595,-0.1319794793216246,-1.226551672795556,-1.3154442950077403,0
1.1591726272442633,-0.1319794793216246,0.9901079768349664,1.185567206507976,2
-0.1736739476359004,-1.0527665443562098,-0.1466405614370963,-0.2623868206853333,1
-1.2641847816287624,-0.1319794793216246,-1.3402265266227624,-1.4470764792980408,0
1.2803404976879151,0.3284140531956683,1.1037828306621729,1.4488315750885774,2
-1.1430169111851105,-1.2829633106148564,0.4217337076989351,0.6590384693467726,2
-0.2948418180795523,-0.5923730118389178,0.6490834153533479,1.053935022217675,2
2.249683461237125,1.7095946507475457,1.6721570997982045,1.317199390798277,2
1.401508368131566,0.3284140531956683,0.5354085615261415,0.2641419164758699,1
0.0686617932514023,0.3284140531956683,0.5922459884397444,0.7906706536370736,1
-1.0218490407414595,-1.7433568431321491,-0.2603154152643027,-0.2623868206853333,1
-1.5065205225160652,0.7888075857129604,-1.3402265266227624,-1.1838121107174393,0
0.6745011454696588,-0.5923730118389178,1.0469454037485697,1.317199390798277,2
2.1285155907934734,-0.1319794793216246,1.6153196728846009,1.185567206507976,2
-0.4160096885232032,-1.7433568431321491,0.1375465731309193,0.1325097321855692,1
0.432165404582356,-0.3621762455802712,0.3080588538717286,0.1325097321855692,1
0.9168368863569604,-0.3621762455802712,0.478571134612538,0.1325097321855692,1
1.643844109018869,0.3284140531956683,1.274295111402982,0.7906706536370736,2
-1.2641847816287624,0.7888075857129604,-1.226551672795556,-1.3154442950077403,0
-1.0218490407414595,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0
-0.1736739476359004,-1.2829633106148564,0.7059208422669508,1.053935022217675,2
0.6745011454696588,-0.3621762455802712,0.3080588538717286,0.1325097321855692,1
-1.1430169111851105,-1.513160076873503,-0.2603154152643027,-0.2623868206853333,1
-0.9006811702978088,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0
0.1898296636950532,-1.9735536093907948,0.1375465731309193,-0.2623868206853333,1
